id,task,truth
502,"Does the following tweet have positive sentiment to the Apple company ? 
if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?",0
503,"Does the following tweet have positive sentiment to the Apple company ? 
Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple",0
504,"Does the following tweet have positive sentiment to the Google company ? 
@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung",1
505,"Does the following tweet have positive sentiment to the Google company ? 
RT @p1j Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/MTu7tGx7   #android #google #nexus #BigMAMA",1
506,"Does the following tweet have positive sentiment to the Apple company ? 
I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple",0
507,"Does the following tweet have positive sentiment to the Google company ? 
BOO to no GoogleMusic news, US carrier news, or price points. #google #ICS #android",0
508,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail",0
509,"Does the following tweet have positive sentiment to the Apple company ? 
Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad",1
510,"Does the following tweet have positive sentiment to the Apple company ? 
Samsung seeks iPhone 4S ban in Japan and Australia
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk",0
511,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft word works on my computer again! Yessss",1
512,"Does the following tweet have positive sentiment to the Apple company ? 
---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?",1
513,"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter is hella coo... like farreal i love twitter.",1
514,"Does the following tweet have positive sentiment to the Google company ? 
If #Google don't fix pinch-zoom on #Android 2.3.6 soon, I might have to leave the fold and go #CyanogenMod",0
515,"Does the following tweet have positive sentiment to the Apple company ? 
Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise",0
516,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",0
517,"Does the following tweet have positive sentiment to the Microsoft company ? 
Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/cxovk5WW #buildingwindows8 @buildwindows8 #tech #microsoft",1
518,"Does the following tweet have positive sentiment to the Google company ? 
The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich",1
519,"Does the following tweet have positive sentiment to the Microsoft company ? 
Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations",0
520,"Does the following tweet have positive sentiment to the Apple company ? 
@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise… why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...",0
521,"Does the following tweet have positive sentiment to the Google company ? 
Cream on the inside, clean on the outside. Ice Cream phone job. #Google",1
522,"Does the following tweet have positive sentiment to the Apple company ? 
Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light",0
523,"Does the following tweet have positive sentiment to the Twitter company ? 
still not quite sure how to use this/what the point of it is... #twitter? #idontunderstand",0
524,"Does the following tweet have positive sentiment to the Apple company ? 
@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",0
525,"Does the following tweet have positive sentiment to the Apple company ? 
Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",0
526,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @drewbezanson: You can literally go back and forth between #Facebook, #twitter, #text and #email all do. #technology is too good.",1
527,"Does the following tweet have positive sentiment to the Google company ? 
#Google has done it again ..... #IceCream Sandwich",1
528,"Does the following tweet have positive sentiment to the Google company ? 
New Galaxy Nexus: Video looks awesome! #nexus #samsung #google #android bit.ly/nEJbyE",1
529,"Does the following tweet have positive sentiment to the Microsoft company ? 
Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks via @Techflash",1
530,"Does the following tweet have positive sentiment to the Google company ? 
The new camera app along with the ""zero delay"" camera on the Galaxy Nexus is very nice! #Google #Android #ICS",1
531,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft dishing out free first-gen WP7 handsets at its stores http://t.co/cvfWMvmO",1
532,"Does the following tweet have positive sentiment to the Twitter company ? 
@TheMarketaire This whole #Facebook change makes more nervous than excited. What about privacy, etc.? I much prefer #Twitter",1
533,"Does the following tweet have positive sentiment to the Google company ? 
I'm most excited about Android beam & face detection unlock for Android ICS. #AndroidBeam #Google #IceCreamSandwich",1
534,"Does the following tweet have positive sentiment to the Microsoft company ? 
When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our IP"").",0
535,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft - We put the ""backwards"" into backwards compatibility. #instantfollowback",0
536,"Does the following tweet have positive sentiment to the Apple company ? 
@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.",0
537,"Does the following tweet have positive sentiment to the Apple company ? 
Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone",1
538,"Does the following tweet have positive sentiment to the Apple company ? 
Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",0
539,"Does the following tweet have positive sentiment to the Apple company ? 
anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment",0
540,"Does the following tweet have positive sentiment to the Apple company ? 
Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac",0
541,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made",0
542,"Does the following tweet have positive sentiment to the Google company ? 
... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google",1
543,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @bmann Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local",1
544,"Does the following tweet have positive sentiment to the Apple company ? 
@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame.",0
545,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @EverettColdwell: @SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, socia ...",1
546,"Does the following tweet have positive sentiment to the Microsoft company ? 
Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/F4HwAN6Q",1
547,"Does the following tweet have positive sentiment to the Twitter company ? 
My #Twitter acting funnyyyyyyy....",0
548,"Does the following tweet have positive sentiment to the Apple company ? 
So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac",1
549,"Does the following tweet have positive sentiment to the Microsoft company ? 
It baffles me that Steve Ballmer can be a CEO of a company, let alone a giant like #Microsoft - The guys a moron.",0
550,"Does the following tweet have positive sentiment to the Twitter company ? 
FUCK #facebook #twitter is way better #teamfollowback #followme",1
551,"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter &lt;33333",1
552,"Does the following tweet have positive sentiment to the Microsoft company ? 
I have been seriously slacking with my #mandarin studies these past few months. Blame #Microsoft and #Cisco!! #StudyingWhilstMotivated",0
553,"Does the following tweet have positive sentiment to the Google company ? 
Cant build a website. Get a #Google website #Free ! http://t.co/7qUy4uOU",1
554,"Does the following tweet have positive sentiment to the Google company ? 
Interesting bookcase..RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/urxJixCe by @MeghanKel",1
555,"Does the following tweet have positive sentiment to the Apple company ? 
#iCloud set up was flawless and works like a champ! To the Cloud @Apple",1
556,"Does the following tweet have positive sentiment to the Twitter company ? 
@SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, social side. This scares gov.",1
557,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!",1
558,"Does the following tweet have positive sentiment to the Microsoft company ? 
When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail",0
559,"Does the following tweet have positive sentiment to the Microsoft company ? 
♻ @waynp:  Not the MS hate bit tho. &lt; Waddya mean? #microsoft sucks bonobo monkeys' asses... #Linux roolz. For the extremists, there's #BSD",0
560,"Does the following tweet have positive sentiment to the Google company ? 
RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android",1
561,"Does the following tweet have positive sentiment to the Apple company ? 
@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!",0
562,"Does the following tweet have positive sentiment to the Apple company ? 
#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things",1
563,"Does the following tweet have positive sentiment to the Apple company ? 
I hate you @apple for not sending Toledo,oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!",0
564,"Does the following tweet have positive sentiment to the Apple company ? 
remember when people used to say ""flat the fuck out!!"" lol.. and their face while saying.... kindahow i feel about @apple",0
565,"Does the following tweet have positive sentiment to the Apple company ? 
Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge",1
566,"Does the following tweet have positive sentiment to the Apple company ? 
shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",0
567,"Does the following tweet have positive sentiment to the Apple company ? 
The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss",0
568,"Does the following tweet have positive sentiment to the Apple company ? 
All I can say about @Apple right now is #GoodRiddance — See? Cancer isn't ALL BAD!",0
569,"Does the following tweet have positive sentiment to the Apple company ? 
RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!",0
570,"Does the following tweet have positive sentiment to the Twitter company ? 
#TWITTER SUCKS FOR HAVING A #FOLLOW LIMIT =\",0
571,"Does the following tweet have positive sentiment to the Google company ? 
is mulling #google+ but hmmm, just aint shore bout nuther social media profile.",0
572,"Does the following tweet have positive sentiment to the Google company ? 
I'm so ready for Ice Cream Sandwich! #ICS #Nexus #Google #Android #SiriWho? http://t.co/Cjonncvk @GetGlue #Android",1
573,"Does the following tweet have positive sentiment to the Google company ? 
@BrandonMiniman @Jaime_Rivera I'm an iOs user but the #ICS is awesome, great job #google",1
574,"Does the following tweet have positive sentiment to the Apple company ? 
@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.",0
575,"Does the following tweet have positive sentiment to the Apple company ? 
@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",0
576,"Does the following tweet have positive sentiment to the Google company ? 
Wow, very fast camera on Galaxy Nexus - faster than N9 i think :o #google",1
577,"Does the following tweet have positive sentiment to the Google company ? 
WOW the new #Google #Nexus is just beautiful. totally gonna boost google's market share in the smart phone market.",1
578,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple can suck my dick gotta restore my ipad #annoyed",0
579,"Does the following tweet have positive sentiment to the Apple company ? 
@apple loving the new IOS5 upgrade for the iPhone!",1
580,"Does the following tweet have positive sentiment to the Apple company ? 
My #iPhone4S battery is dying like crazy @Apple!!",0
581,"Does the following tweet have positive sentiment to the Apple company ? 
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple",0
582,"Does the following tweet have positive sentiment to the Microsoft company ? 
Installing .NET framework, this might take very many years. Come back when your unborn child is in college. #microsoft",0
583,"Does the following tweet have positive sentiment to the Apple company ? 
“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”",0
584,"Does the following tweet have positive sentiment to the Microsoft company ? 
WP7 is getting there: #Microsoft Claws Back to Smartphone Relevance: Rich Jaroslovsky - Bloomberg http://t.co/JIMML4RC via @BloombergNews",1
585,"Does the following tweet have positive sentiment to the Microsoft company ? 
I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.",0
586,"Does the following tweet have positive sentiment to the Microsoft company ? 
""#Microsoft details Windows 8 search improvements"" - via @SlashGear http://t.co/JCawWRzQ",1
587,"Does the following tweet have positive sentiment to the Microsoft company ? 
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ",0
588,"Does the following tweet have positive sentiment to the Microsoft company ? 
Awesome! #Microsoft  #holodeck bit.ly/qpGxle",1
589,"Does the following tweet have positive sentiment to the Microsoft company ? 
[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/ItdkLRry",0
590,"Does the following tweet have positive sentiment to the Google company ? 
Codename or not, awesome or not, I have a hard time taking ANYTHING called 'Ice Cream Sandwich' seriously. #google #android #sticky #melts",0
591,"Does the following tweet have positive sentiment to the Google company ? 
Calling all #marketing executives in #houston - sign up for #google #training - http://t.co/vo542MrZ - I can't wait to be there for the week",1
592,"Does the following tweet have positive sentiment to the Microsoft company ? 
#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt",0
593,"Does the following tweet have positive sentiment to the Google company ? 
http://t.co/Izh7KaiU #google #nexus #prime &lt;3 #android",1
594,"Does the following tweet have positive sentiment to the Apple company ? 
making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH",1
595,"Does the following tweet have positive sentiment to the Twitter company ? 
When I say I'm going to bed that really means I'm gonna sit on twitter for 30 min then go to bed! #Twitter&lt;3",1
596,"Does the following tweet have positive sentiment to the Apple company ? 
@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(",0
597,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft store here I come to spend my hard earned cash. #vslive",1
598,"Does the following tweet have positive sentiment to the Microsoft company ? 
If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble",0
599,"Does the following tweet have positive sentiment to the Apple company ? 
. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed",0
600,"Does the following tweet have positive sentiment to the Twitter company ? 
Guess I'm addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P",1
601,"Does the following tweet have positive sentiment to the Google company ? 
#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone, but I'm keeping my #iPhone for now.",1
602,"Does the following tweet have positive sentiment to the Apple company ? 
Come to the dark side 📱“@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.”",1
603,"Does the following tweet have positive sentiment to the Microsoft company ? 
♻ @mariospr: Stand up for your freedom to install free software. Please sign up! http://t.co/YOOTfKTM #gnu #against #microsoft",0
604,"Does the following tweet have positive sentiment to the Apple company ? 
Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple",0
605,"Does the following tweet have positive sentiment to the Google company ? 
RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus",1
606,"Does the following tweet have positive sentiment to the Apple company ? 
Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.",1
607,"Does the following tweet have positive sentiment to the Apple company ? 
RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE",1
608,"Does the following tweet have positive sentiment to the Microsoft company ? 
#WTF #Microsoft #sbs2008 #rww only works in #IE. #browserwars",0
609,"Does the following tweet have positive sentiment to the Microsoft company ? 
Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)",1
610,"Does the following tweet have positive sentiment to the Google company ? 
ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman",0
611,"Does the following tweet have positive sentiment to the Apple company ? 
@apple cu",0
612,"Does the following tweet have positive sentiment to the Apple company ? 
Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber",0
613,"Does the following tweet have positive sentiment to the Google company ? 
RT @Mrgareth: ""Top Three 'playing nice' scores were #Google, #Salesforce and #Xero"" in @itnews_au ""Which #Clouds Play Nice"" report: http ...",1
614,"Does the following tweet have positive sentiment to the Google company ? 
I love how it syncs your #Chrome bookmarks with your phone! #icecreamsandwich #google",1
615,"Does the following tweet have positive sentiment to the Apple company ? 
Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight",0
616,"Does the following tweet have positive sentiment to the Apple company ? 
Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!",0
617,"Does the following tweet have positive sentiment to the Google company ? 
Loved the Google release of Android OS 4.0 Ice Cream Sandwich! #Samsung #Android #Google #IceCreamSandwich #amazing!",1
618,"Does the following tweet have positive sentiment to the Microsoft company ? 
In terms of unified communications giants, really surprised to see how underrated #Microsoft is",1
619,"Does the following tweet have positive sentiment to the Apple company ? 
@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.",0
620,"Does the following tweet have positive sentiment to the Apple company ? 
Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple",1
621,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Kinect Makes Learning Playful with Help from #SesameStreet and #NationalGeographic #education #microsoft http://t.co/E5uhka8F",1
622,"Does the following tweet have positive sentiment to the Microsoft company ? 
The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions? http://t.co/BlhHGOpo",0
623,"Does the following tweet have positive sentiment to the Microsoft company ? 
Validated that #Microsoft #iSCSI target in Win Server 8 works fine with #VMware #vSphere5 / ESXi5, no errors - more: http://t.co/6qnLWFt7",1
624,"Does the following tweet have positive sentiment to the Apple company ? 
@apple thanks apple for ios 5 and losing all my contacts!",0
625,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @FucknWithFatty: #Twitter needs to get their shit together cause they fucking up! I'm not getting my RT's or mentions. -______________-",0
626,"Does the following tweet have positive sentiment to the Google company ? 
Why is #Google advertising Adwords Express on #Bing? Hmmm, I know Ballmer is happy :-D. #Google, your already a monopoly.",0
627,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!",1
628,"Does the following tweet have positive sentiment to the Apple company ? 
fuck u @apple",0
629,"Does the following tweet have positive sentiment to the Apple company ? 
@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible",0
630,"Does the following tweet have positive sentiment to the Microsoft company ? 
@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.",1
631,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft knows how to kick off an opening, but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w",0
632,"Does the following tweet have positive sentiment to the Apple company ? 
Thanks @apple for an OS update that has only succesfully bricked my iPod.",0
633,"Does the following tweet have positive sentiment to the Google company ? 
Too bad #google didn't have a tribute graphic for #DennisRitchie.",0
634,"Does the following tweet have positive sentiment to the Apple company ? 
should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience",0
635,"Does the following tweet have positive sentiment to the Twitter company ? 
Gotta love #Twitter - shit goes round the World like lightning-on-speed...",1
636,"Does the following tweet have positive sentiment to the Microsoft company ? 
""#Microsoft details Search improvements in Windows 8 Start Screen"" http://t.co/Agv49znJ",1
637,"Does the following tweet have positive sentiment to the Google company ? 
GO, GO, GO Ice Cream Sandwich developers! #Android SDK r14 is LIVE @ http://t.co/OeUrmtLX! #Google",1
638,"Does the following tweet have positive sentiment to the Microsoft company ? 
Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming ... http://t.co/kvJSerCj via @scottyd99999",1
639,"Does the following tweet have positive sentiment to the Microsoft company ? 
Absolutely loving the ARC mouse, courtesy of the one and only @gregulator0. #inspired #microsoft",1
640,"Does the following tweet have positive sentiment to the Microsoft company ? 
The more i use Office 2010 the more i fall in love it with. #honest #genius #microsoft",1
641,"Does the following tweet have positive sentiment to the Google company ? 
#google+ is really confusing..",0
642,"Does the following tweet have positive sentiment to the Twitter company ? 
I like #twitter",1
643,"Does the following tweet have positive sentiment to the Google company ? 
@kymbersanden #google my favorite study guide",1
644,"Does the following tweet have positive sentiment to the Microsoft company ? 
On #Microsoft Excel making functions like it's my job #Productive",1
645,"Does the following tweet have positive sentiment to the Apple company ? 
@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!",0
646,"Does the following tweet have positive sentiment to the Google company ? 
@MrTonySays I tried to #Google the word #Visigoth and apparently  #Google didn't know either cause my  phone froze.",0
647,"Does the following tweet have positive sentiment to the Microsoft company ? 
This is how charity works these days. http://t.co/839klkFH #billgates #philanthropy #microsoft",1
648,"Does the following tweet have positive sentiment to the Twitter company ? 
Haven't been on this Twitter shit in a while man. Here because looks like #AboutThatLife be haven hella fun on #Twitter",1
649,"Does the following tweet have positive sentiment to the Apple company ? 
Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",0
650,"Does the following tweet have positive sentiment to the Microsoft company ? 
I wonder if I tweet Bill Gates he'll fix my laptop... 

#Microsoft
#vista
#fml",0
651,"Does the following tweet have positive sentiment to the Google company ? 
RT @eboyee: Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich",1
652,"Does the following tweet have positive sentiment to the Apple company ? 
Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity",0
653,"Does the following tweet have positive sentiment to the Microsoft company ? 
@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P",0
654,"Does the following tweet have positive sentiment to the Apple company ? 
Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? ""You must authorize this computer…""",0
655,"Does the following tweet have positive sentiment to the Apple company ? 
Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo",0
656,"Does the following tweet have positive sentiment to the Microsoft company ? 
The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/kJKZ77Zy #UMD",1
657,"Does the following tweet have positive sentiment to the Apple company ? 
@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA",1
658,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple, #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.",0
659,"Does the following tweet have positive sentiment to the Google company ? 
WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE",0
660,"Does the following tweet have positive sentiment to the Google company ? 
Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google",1
661,"Does the following tweet have positive sentiment to the Apple company ? 
RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",1
662,"Does the following tweet have positive sentiment to the Google company ? 
/want http://t.co/srbm3V0K #Google #Nexus #Samsung #Galaxy",1
663,"Does the following tweet have positive sentiment to the Twitter company ? 
I hate #twitter right now..",0
664,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @ahhfuckitsguss: #twitter can be so useful on letting out your feeling when you cant in the real world .",1
665,"Does the following tweet have positive sentiment to the Google company ? 
#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is ""A Pleasure"" To Read http://t.co/DJsp2G5B #DhilipSiva",1
666,"Does the following tweet have positive sentiment to the Apple company ? 
@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive.",1
667,"Does the following tweet have positive sentiment to the Twitter company ? 
i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, and fat ass over capacity whale to!",0
668,"Does the following tweet have positive sentiment to the Apple company ? 
Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance",0
669,"Does the following tweet have positive sentiment to the Google company ? 
Now, really #google how hypocritical is this? http://t.co/6nHuYFeh #analytics",0
670,"Does the following tweet have positive sentiment to the Apple company ? 
I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!",0
671,"Does the following tweet have positive sentiment to the Microsoft company ? 
Windows Phone 7.5 Mango Update Process Ahead of Schedule. http://t.co/p1hwo73x  #Microsoft #WindowsPhone #Mango",1
672,"Does the following tweet have positive sentiment to the Google company ? 
really digging the #UI of of ""#Quick #Response"" from #Google android great for politely declining calls lol",1
673,"Does the following tweet have positive sentiment to the Apple company ? 
@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!",1
674,"Does the following tweet have positive sentiment to the Twitter company ? 
So im about to make another #twitter account since this one fucked up",0
675,"Does the following tweet have positive sentiment to the Microsoft company ? 
Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.",1
676,"Does the following tweet have positive sentiment to the Google company ? 
[GReader Share] Five Reasons Why Google is Winning the War in Photosharing  http://t.co/coQCLb9R - #photography #fotografia #google+",1
677,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj",0
678,"Does the following tweet have positive sentiment to the Google company ? 
I cannot wait for a new #ICS phone!!! #Google #android",1
679,"Does the following tweet have positive sentiment to the Google company ? 
Google ICS looks awesome, can't wait til it gets ported over to my evo, face unlock?! ... #android #google",1
680,"Does the following tweet have positive sentiment to the Apple company ? 
THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE",0
681,"Does the following tweet have positive sentiment to the Apple company ? 
NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad",1
682,"Does the following tweet have positive sentiment to the Apple company ? 
Loving #iOS5 !! #awesome @Apple",1
683,"Does the following tweet have positive sentiment to the Google company ? 
Pretty big deal from #Samsung and #Google def can't wait to get my hands on the #GalaxyNexus and #ICS",1
684,"Does the following tweet have positive sentiment to the Apple company ? 
Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s",0
685,"Does the following tweet have positive sentiment to the Apple company ? 
@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'",0
686,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6",0
687,"Does the following tweet have positive sentiment to the Google company ? 
Siri, which #Android device should I replace my #iPhone with? #Apple vs. #Google",1
688,"Does the following tweet have positive sentiment to the Apple company ? 
Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple",1
689,"Does the following tweet have positive sentiment to the Apple company ? 
@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??",0
